tweet;gender
Debate de totalidad del Proyecto de Ley del Cine de Andalucía en @ParlamentoAnd  - Síguelo en: https://t.co/yp8EDHTC8W https://t.co/lYll2U68nA;1
Debate de totalidad del Proyecto de Ley de Medidas frente al Cambio Climático en @ParlamentoAnd - Síguenos en: https://t.co/yp8EDHTC8W https://t.co/OTgY2brNIw;1
Comparecencias de expertos en el Grupo de Trabajo relativo a la financiación autonómica del @ParlamentoAnd - Síguelos en: https://t.co/uKjC5maCsF https://t.co/sm1PosxItB;1
Presentación de resultados del Informe Andarríos 2017 por Jesús Cabello y Juan Matutano @MedioAmbAND https://t.co/MwOoXvogdo;1
Encuentro anual Andarríos 2017 — Conferencia cangrejo de río por Miguel Clavero Pineda https://t.co/XXfNEhqxJI;1
Encuentro anual Andarríos 2017 — Participación y sensibilización ambiental para la conservación de los ríos de #Andalucía https://t.co/Pzt3mSxHk0;1
Aprender Filosofía con retos a través de las redes sociales #FiloReto https://t.co/3RworVQdm3 https://t.co/aGbDR4DigB;1
Debate final del Proyecto de Ley de Participación Ciudadana de Andalucía en @ParlamentoAnd https://t.co/lMw7eFFLbl - Puedes seguirlo en: https://t.co/L0iDn3UCbb https://t.co/1qlJFcr5Kw;1
El Día de los Derechos Humanos se celebra cada 10 de diciembre, coincidiendo con la fecha en que la Asamblea General adoptó la Declaración Universal de Derechos Humanos, en 1948 https://t.co/WiCgxoRnxh;1
De 1580 millones de euros de recursos propios de la Junta para el #PJA2018, tan solo 15 millones de euros, el 0.95 %, son para agricultura, ganadería, pesca y desarrollo rural. Hoy hemos reclamado una mayor inversión. #JuanmaLoHaria https://t.co/AqV9lW3kkx;1
Qué grandes sois!!! Impresionante!!! #carnecitadegallina https://t.co/88uPEE7Onp;-1
Mientras haya una sola víctima y nos sigan matando y maltratando TODOS los días serán #diacontraviolenciadegenero #25N #NiUnaMenos;-1
Enhorabuenaaaaaa @DobladoRaul!!!! Más que merecido ese premio por esas fotos maravillosas, si es que no se puede ser tan grandeeeeeee!!😘😘;-1
Se me revuelven las tripas. Por más titulares que se den, por más cotidianos que parezcan, me niego a inmunizarme ante tanta poca vergüenza https://t.co/qpXpIW1kMg;-1
@chilindrin_one Eso y también que no puede defender la Constitución quien se la salta😉;-1
No dejéis de leerlo, imprescindible. No pueden seguir engañando y para ello es clave tener un mapa de lo que está pasando. 155vsDemocracia https://t.co/GygNO1gpJ2;-1
@mallorquina60 Si fuera sólo miedo lo que dan...;-1
Como jurista el fraude de ley del 155 me da pavor pero los aplausos en el Senado ¿qué demócrata puede celebrar algo así?😞155vsDemocracia;-1
Triste día para el cine y sus amantes. Se nos ha ido uno de los más grandes, el que siempre será para algunas el padre de Hache. Inolvidable https://t.co/bi8ywUbuel;-1
No me lo pierdo!!! Siempre serán pocos los agradecimientos por el trabajo que realizáis pese a los obstáculos a superar. Un abrazo https://t.co/PW7clPoyEU;-1
Por fin se hizo justicia! Enhorabuena @castepic, gracias por todo y por tanto, siempre. Un orgullo militar a tu lado https://t.co/gsdufqUc4Y;-1
Desoladoras imágenes las que nos llegan😞 Muchísima fuerza a l@s que estáis arriesgando vuestras vidas y al pueblo gallego #ArdeGalicia;-1
Consternada ante el terror y la sinrazón que acaba de nuevo con la vida de tantas inocentes.La crueldad no sabe de fronteras #SomaliaAttack https://t.co/EfT8R3UAWO;-1
Vaya discurso cocinado de campaña se ha marcado @InesArrimadas..#10Oct;-1
Sin palabras ante lo de #Valencia y la violencia desatada por el país..Lamentaremos lo cara que nos va a salir tanta irresponsabilidad;-1
Este no es país para los hijos de quienes repudiamos la violencia y les enseñamos a resolver sus conflictos con el diálogo. #Valencia;-1
Magistral la interpretación de @BombitaDarin y Andrea Pietra en esta obra conmovedora que no te deja indiferente. #Cultura #ClaveElTeatro https://t.co/c44YIU92T8;-1
Participando en una jornada histórica para Cataluña como #Apoderadoscs https://t.co/hNzLKOyLvH;1
Lamentable muestra de la falta de libertad que algunos desean. Todo mi apoyo y cariño a @InesArrimadas 😘 https://t.co/KwIjjufQXp;1
Es triste esta realidad de autónomos y emprendedores. Tenemos que cambiar la administración para que deje de ser el principal problema de los emprendedores. Los países que lo han hecho tienen hoy grandes empresas. Talento no nos falta https://t.co/1xW0GB1Q1K;1
Hoy la prensa trae buenas noticias. #AraSiVotarem 🗳❤️ https://t.co/uzKArCVcTJ;1
En los XVIII #PremiosSur a los Malagueños del año. Talento y trabajo en todos los ámbitos. Orgullo de nuestra tierra https://t.co/t4UIt8VNgg;1
Andalucía tierra de libertad, tierra de igualdad. #LeyLGTBIAndalucía https://t.co/8ushA2xLEk;1
Interesantísimo artículo sobre la Financiación Autonómica.  https://t.co/go5zvUoe4K;1
4D https://t.co/ISTC88yClk;1
Black Friday https://t.co/RHVlpDZzWZ;1
Que tarde, pero que bien! https://t.co/mA8dafQfO3;1
Comienza  la Comisión del Modelo Territorial de cara a  reformar  la Constitución. Mariano anticipando su posición? https://t.co/uOXArwNvrw;1
Siempre, tu país. @EduMadina  https://t.co/GLhe0nVZ1p;1
Presentamos una enmienda a los presupuestos de la Junta para 2018 de 2M de € para la dinamización del Parque Empresarial de Linares  (Jaén).;1
Presentamos una enmienda para q los docentes de la educación concertada recuperen el 100% de la paga extra de 2012.;1
Ejemplo para qué Sr. Montoro?  Tiene el gobierno pensado resolver el problema catalán generando más asimetría? @JuanMa_Moreno q opina? https://t.co/VEsDKgdzUq;1
Anuncia @susanadiaz q va Bruselas y en un alarde de originalidad M. Bonilla  va a.. Bruselas!#BonillaquiereserSusana https://t.co/MYpJpLgkb1;1
Votar un acuerdo versus acordar una votación. @JATorresMora marca la diferencia entre democracia y populismo.  https://t.co/gcKxo9Vjdg;1
Cataluña: La izquierda y el derecho de autodeterminación | Opinión | EL PAÍS https://t.co/oXZiXdzCPG;1
El PSOE que España necesita https://t.co/UkH6Sj24IS vía @diariosevilla;1
Díaz ofrece sus diputados y senadores a Rajoy para frenar a Puigdemont https://t.co/gCy7VSGg1s vía @indpcom. Esto es ABSOLUTAMENTE FALSO.;1
Defender la cordura | Babelia | EL PAÍS https://t.co/6ISCo5ZuEf;1
@EduMadina lo clava. La izquierda no puede ser nacionalista. Frente a las patrias, ciudadanía.  https://t.co/DRuh9fbRcg;1
Podemos veta la tramitación d nuestra enmienda  q pide entendimiento para los problemas políticos de CAT.Pura irresponsabilidad y frivolidad https://t.co/1WHG02APvP;1
Tu esfuerzo y talento cuentan https://t.co/T70Sh3kDsZ;1
El nacionalismo siempre pone las banderas por delante de las personas. https://t.co/BbcwAKA4V4;1
Argumenta, aunque sea poco, que algo queda | Opinión | EL PAÍS https://t.co/azHFU5TrQm;1
Juana y Juan – AUTOPSIA https://t.co/0mOkjqT2yi;1
Economía: La recuperación se olvida de los salarios: los costes laborales siguen en negativo. Noticias de Economía https://t.co/KsaJTyaDvA;1
Atentado en Barcelona: La imprescindible unidad | Opinión | EL PAÍS https://t.co/xyXI9Ee0bI;1
Contra la locura.  Antonio Machado: Para escuchar a Joan Manuel Serrat | España | EL PAÍS https://t.co/u0hjr4xtrf;1
Los votantes del PSOE reniegan de la «nación de naciones» https://t.co/MkHPMogP1T;1
Debate territorial:La plurifinanciaciòn!Andalucía,entre las CCAA peor financiadas en 2015 por habitante, según Fedea https://t.co/oB479qjIWx;1
Claridad frente a la confusión Manuel Cruz: «El uso de la plurinacioalidad es la legitimación del independentismo» https://t.co/xk2b0TGdRv;1
El @ParlamentoAnd aprueba por unanimidad la Ley q  garantiza derechos e igualdad d las personas LGTBI y sus familias. https://t.co/yecrlTPwqG;-1
Porq Granada merece oportunidades d desarrollo, exigimos a Rajoy la inclusión d la Línea d Alta Tensión 400 KV Caparacena-Baza-Vera en el Plan Estratégico d Transporte d Energía Eléctrica !YA! https://t.co/ZvWniO4s2a;-1
Excelente artículo d José Antonio Montilla cuando se cumplen 20 años del asesinato q rompió el silencio. https://t.co/IKPOo9YvRX https://t.co/Y3d2rEAKBv;-1
Rajoy vuelve a atacar a Andalucía y a sus empleados públicos con la anulación d las 35h. Si mejora la economía, por q se opone el PP a q recuperen derechos los trabajador@s?. Son como el perro dl hortelano.  Menudo papelón está haciendo el PP-A !!! https://t.co/r8Q5Ex7Eyc;-1
Muere Juan de Loxa, un intelectual comprometido con el periodismo, la cultura, la poesía, la democracia, la libertad y especialmente con Granada. Tanto q agradecerle! https://t.co/U3quL0YSoX;-1
@Irene_MVal 😘;1
Cuando una mirada vale más que mil palabras:-¿Le pedió usted más dinero a ZP a cambio de acallar al independentismo?                                  -Más: Es completamente falso -Zapatero: https://t.co/rYWWdfQ5uk;1
Tal cual. @ahorapodemos se ha convertido en un partido nacionalista más. https://t.co/8iKvVaFDNW;1
Dónde está la UE??????? https://t.co/GjNxBKK79s;1
Al hilo de la noticia que salía ayer sobre el supuesto caso Aznalcóllar. https://t.co/33LqVAR2z2;1
Si la cosa no fuera TAN seria podríamos resumir la situación en tres palabras: Sí pero NO #quéesperpento #cataluña;1
En resumen: Cataluña está en manos de Ana Gabriel https://t.co/FLEkVqkR6c;1
El modelo de @ahorapodemos https://t.co/Ss1Hpc2zZe;1
En Granada podríamos tener 4 aceleradores de radioterapia en el primer trimestre de 2018. Hay malas decisiones que tienen coste en vida https://t.co/HRRQEQWYd5;-1
En @Podemos_AND , además, nos preocupan las injusticias por abajo, como por ejemplo el PDI precarizado (min 4’18”) que está hoy reclamando justicia y #PromociónVíaAcreditación#StopPrecariedad#Anecazohttps://t.co/y2LMM1YgqL https://t.co/fCzaUW9jrI;-1
Escribo este artículo junto a @TeresaRodr_  explicando la necesidad de derogar el 135 y constitucionalizar el blindaje de los servicios públicos fundamentales.https://t.co/3Dfa8c4KRx;-1
#l6cSíLaPagamos La mayoría con devaluación salarial, 135 y recortes sociales. Mientras vimos rescates a banqueros, sufrimos corrupción a raudales y aprendimos los nombres de paraísos fiscales https://t.co/Pfsk5i57c6;-1
En vísperas del 4D desde @Podemos_AND reclamamos más autonomía, con este convenio no se conseguiría.#RdPlenoAnd https://t.co/emRfuBhTsB https://t.co/S0XRfW9Nd0;-1
#CulturaDeLaViolacionEs normalizar que es peligroso caminar 🚶‍♀️ sola de noche porque te puedan violar https://t.co/W3wkIp0ViW;-1
¡Celebramos 40 años de 4D! Celebramos el @PoderioAndaluz cantando desde Sur, cantando al granadino Carlos Cano ¡Vente y disfrútalo! https://t.co/216sobVvON;-1
Reclamamos que es hora de recuperar la inversión en #UnaEducacionQue sea universal, pública y de calidad https://t.co/aK3oAJ5zVo;-1
Ni una menos, vivas nos queremos. En la manifestación del #25N en Almería #diacontralaviolenciadegenero#NiUnaMás https://t.co/P5O87Mtf8t;-1
Esto es una declaración fiscal de independencia en “el paraíso” y con papeles https://t.co/MQqx8FOwyI;-1
Un abrazo y deseo de pronta recuperación al valiente compañero @Vega77Paco que está poniendo en riesgo su salud para que se cumpla el Estatuto de Autonomía para Andalucíahttps://t.co/AbFPocSXor https://t.co/18VUENGypR;-1
¿Qué dirá el primo científico de Rajoy? 🤔 https://t.co/tUBg9pjG8Q;-1
Mañana estaré despidiendo al Al-Andalus en Granada, con 934 días de desconexión ferroviaria. Si un tren palacio puede, los demás también https://t.co/V66GcBGDbx;-1
Sigue en directo el debate del presupuesto 2018 para #AndalucíaA las 18:20 comienza nuestra intervención#PlenoAndhttps://t.co/2YIbyS5XME https://t.co/WMZWNSI8VU;-1
.@monicaoltra en #elintermedio lo dice claro “cuando se pone una diana, el fascismo dispara”. La violencia no tiene cabida en democracia. https://t.co/OhKVjffwbF;-1
"Parece que las clausulas sociales de @susanadiaz brillan por su ausencia. ""Avanza"" retrocede en derechos laborales https://t.co/hk69EWE35j";-1
Inmensa preocupación desde Andalucía por Galicia. Fuerza a  bomberos forestales y a quienes están luchando contra el fuego #ArdeGalicia https://t.co/tPaz713oYO;-1
Muy agradecida a quienes han considerado nominarme a esta distinción. Gracias a mis estudiantes soy mejor persona https://t.co/CBYxVzul2Z;-1
Los mismos que nos hablan de que en Democracia hay que cumplir la ley, nos ilustran con su buen ejemplo.#Gürtelhttps://t.co/59qCKiDEfn https://t.co/XmivnCtQ0W;-1
La gente, de blanco y sin banderas, pide en las plazas recuperar el diálogo para salvar nuestra democracia. Me sumo #ParlemHablemos https://t.co/fertDHaDbi;-1
Muchas Felicidades y orgullo de una Ley que hace justicia a un colectivo tan tan castigado https://t.co/yRaooayjfq;-1
Una medida con gran repercusión social para muchas familias https://t.co/RJwiK6Oui3;-1
Muy buena iniciativa para la concienciación de todos y todas y la utilización correcta de las mismas https://t.co/jSiyYo6KAT;-1
Mi mas sincero pésame a la familia. Descanse en paz .. https://t.co/yr3affQMus;-1
Muestra tambien el compromiso de nuestra Presidenta por la dignidad del pueblo andaluz, que mejor momento... https://t.co/JXSrM4hWRz;-1
Genial y estupendo hacer participe al ciudadano de su salud https://t.co/mcNn6m6I4p;-1
Nada mejor que el encuentro con las autoridades de la UE para trasladarle las reivindicaciones de nuestra tierra y que Europa avance en derechos sociales https://t.co/l9mNqdwXPI;-1
Comparto este duro recuerdo de una gran persona y un gran socialista, pero que dejó un gran legado como transmisor de una gran sabiduría https://t.co/royg6n8L0Y;-1
@susanadiaz Nada mejor que reconocer el legado de nuestras antecesoras;-1
Una ley pionera que tendrá muy buena repercusion en la calidad de vida de andaluces y andaluzas. La concienciación sobre una buena alimentación es primordial para elevar una buena salud https://t.co/0goCAJmGDx;-1
Noticia que sin dudarlo influirá en la calidad de la Salud de muchas mujeres https://t.co/JHyQKnGf07;-1
Señal de que Andalucía hace los deberes y bien https://t.co/RlxlKu3IHN;-1
@AGSSurSevilla Felicidades ACSA Para seguir confiando en la Sanidad Publica Andaluza;-1
Prevenir antes que curar. Comienza la vacunación   contra la gripe https://t.co/o48nqdJZ0P;-1
@saludand Demuestra la preocupacion de nuestro Gobierno Andaluz por mejorar la sanidad y reducir a cero las Listas de espera;-1
Muy difícil enfrentarse a los cuidados paliativos, por ello felicito a estas grandes profesionales por su buena labor https://t.co/CoPu1tfEAK;-1
@hospitalesAG Nada mejor como la lactancia materna. Ayudemos a su promocion;-1
La OPE sanitaria de Montoro incumplirá plazos vía @Consalud_es https://t.co/MHQLRsWr9T;-1
Nuevo y definitivo revés a la moción de censura en San José del Valle https://t.co/wejd4cE3Mt;-1
My week on Twitter 🎉: 7 Mentions, 3.64K Mention Reach, 1 Like, 1 Retweet, 1.92K Retweet Reach. See yours with https://t.co/1llonoxGEN https://t.co/rnGBvJDiqg;-1
Sin peaje ganaremos más. Ganamos todos. Por una AP-4 #SinPeajeYa https://t.co/dvhinWs1Z0;-1
Por una #AP4SinPeajeYa https://t.co/lnC7jPirPo;-1
La cervecería La Gran Vía pionera en la provincia de Cádiz gracias a su cava de cerveza https://t.co/8gWzoH7d8N;-1
El consejero de cultura Miguel Ángel Vázquez Bermúdez ha visitado también en el Museo de Cádiz la muestra... https://t.co/7csr48MCZV;-1
Excelente iniciativa de Juventudes Socialistas de Cádiz y de Sevilla para exigir que se elimine la subida del... https://t.co/QeKskwoVye;-1
Un nuevo agravio del PP a Andalucía y en concreto a Cádiz y Sevilla. Únete a la petición https://t.co/ouDqLtpECY;-1
Ayuda a Araceli Maese Villacampa a conseguir más firmas - ¡todavía se necesitan 87 firmas! https://t.co/Ir0XNJEeeh;-1
Andalucía avanza en derechos!Ayer tras la aprobación por unanimidad en el pleno del Parlamento de #Andalucía de... https://t.co/AicWkjvYRm;-1
".@mavazquezb: ""La futura #LeyCineAND es un marco jurídico creado por el sector, para el sector y con el sector... https://t.co/vjftYbGycg";-1
Hoy Debate de totalidad del Proyecto de Ley del Cine de Andalucía en @ParlamentoAnd.Puedes seguirlo en... https://t.co/7QbbkAc5TZ;-1
Hoy es un día histórico para #ANDALUCÍA. Una vez más #Andalucía la vanguardia en derechos sociales #LGTBI... https://t.co/YyTd6pdIrF;-1
Rueda de prensa de balance del año de nuestra Secretaria General Irene Garcia Macias en el desayuno del PSOE... https://t.co/KApLdLQy8n;-1
My week on Twitter 🎉: 4 Mentions, 10.9K Mention Reach, 4 New Followers, 1 Tweet. See yours with https://t.co/1llonog5Nf https://t.co/8DmysdX9vW;-1
Una joya. https://t.co/JKOSfX3Zis;-1
My week on Twitter 🎉: 4 Mentions, 14.5K Mention Reach, 1 Like, 1 Retweet, 106 Retweet Reach. See yours with https://t.co/1llonog5Nf https://t.co/oLLm9URNWr;-1
El querer vivir su vida y su afán de progreso social la llevaron a ser pionera en muchos campos, incluso en el que... https://t.co/SLWSktoxJ6;-1
My week on Twitter 🎉: 15 Mentions, 5.63K Mention Reach, 11 Likes, 4 New Followers, 12 Tweets. See yours with https://t.co/1llonog5Nf https://t.co/d8VoSpHuz1;-1
Cada año, con las bajas temperaturas, la Junta de Andalucía intensifica las medidas para abordar el incremento de... https://t.co/aniEe6Xz0F;-1
Con @AndyStalman, un gurú de la #comunicación y  uno de los mejores especialistas en #Branding del mundo. #brandingdayser de #Cádiz https://t.co/E4j6NDRIrw;-1
Interesantísima ponencia de Lucia Caro @elhilodeariadna en el #brandingdayser de Cádiz https://t.co/nzfW7GydUy;-1
El Ayuntamiento de San Fernando reclama para Navantia la construcción del BAM-IS para la Armada https://t.co/YGLCNnawiT;-1
Como pasa el tiempo.... https://t.co/gNXmXaehZn;-1
No veo a nadie poner banderas de Egipto en sus perfiles de Facebook.No escucho a  Nadie decir “yo también estoy... https://t.co/oibcbW5RU4;-1
My week on Twitter 🎉: 1 Mention, 1 Retweet, 707 Retweet Reach, 3 New Followers, 6 Tweets. See yours with https://t.co/1llonog5Nf https://t.co/L7IDBPR12Z;-1
🎥 ¿Cómo es posible que a Endesa, sancionada por cláusulas abusivas, el gobierno andaluz le prorrogue el contrato de suministro a edificios de la Junta? #PlenoAnd 👇 https://t.co/I7N2zsrm59;1
🎥🌈 Hoy se ha aprobado la #LeyLGTBIParaAndalucía, una Ley elaborada de forma conjunta entre todos los colectivos. El mejor homenaje a quienes han luchado por la igualdad y contra la discriminación desde hace muchos años. https://t.co/T1NB165egk;1
@salazar_octavio, emocionado me tienes con la lectura. Compartiremos el lunes en Sevilla. Ahora en Cataluña de campaña: BCN y Lloret.;1
Entregado a su lectura, deliciosa y vital también para (nos)otros. Empecemos por decir que está siendo apasionante.  https://t.co/1xeS0z1zTI;1
La anulación del decreto de las 35 horas por parte del Constitucional es una muy mala noticia para los empleados públicos andaluces. Es lamentable que el PP no haya levantado el recurso que presentó. https://t.co/wHn8ZEhfQq;1
🚜 Es necesario abordar los problemas que arrastra el mundo rural. Ponemos en marcha esta campaña para exigir un Plan de empleo digno 👉 #PeonadasCero 👩‍🌾 https://t.co/iDSgyPvDmx;1
🎥 Los ERE eran una conquista de los trabajadores y el PSOE los han convertido en algo vergonzante. Le hemos pedido a Susana Díaz que no ocurra lo mismo con la Renta Mínima de Inserción. #PlenoAnd https://t.co/zAVg5jPeLj;1
Mañana pediremos en el #PlenoAnd que #Linares y su comarca sea declarada 'Zona de Urgente Reindustrialización' 👇 https://t.co/1ggUrBXr5D;1
Hoy se sientan en el banquillo Chaves y Griñán. Más allá de lo judicial, no olvidamos que el clientelismo tiene consecuencias para nuestra tierra: es freno de desarrollo y avance. Las sufrimos. https://t.co/DDrPNOSzuW;1
Tras una jornada en #Granada, parada en #Humilladero con @AntonioRomeroRu, muy recuperado,y Carmen Murillo. Alegria! https://t.co/ucqtMNKiBm;1
Resulta escandaloso que el 30 de diciembre se cumplan mil días sin conexión ferroviaria en Granada https://t.co/KLyXbRTY3r;1
🎥 Quiero dar la enhorabuena a la comarca de la Axarquía por el reconocimiento mundial de la uva pasa como un cultivo a proteger. Es la demostración de lo que consigue una sociedad unida. https://t.co/PN3PPq0h3z;1
Llevaremos el traslado de residuos radiactivos a #ElCabril al Parlamento Europeo. Córdoba no puede ser el vertedero de material radiactivo de centrales que acaban de cerrar https://t.co/E8eXGGV2w5;1
Es muy grave la situación de explotación laboral que se da en el ámbito de la hostelería y el turismo. Llevaremos medidas al #PlenoAnd https://t.co/l2PCtKrpfs;1
Intolerable que en 2017 los alumnos de un instituto de Sevilla tengan que ir a clase con mantas para arroparse https://t.co/i4H09Cc0cg;1
Pues resulta que el presidente de la Mesa del Parlamento mintió: el coste de la contratación fue mayor al que dijo y la empresa realizó los vídeos antes de la misma 👇 https://t.co/Beqis7bqyS;1
La decisión de Trump de reconocer a Jerusalén como capital de Israel es, una vez más, una grave violación del Derecho internacional. La intención es clara: volver a crear una escalada bélica en la zona. Todo nuestro apoyo al pueblo de Palestina 🇵🇸 https://t.co/uSUZTXkzzl;1
🎥 Queremos una #NuevaConstitución construida por todos y todas para la mayoría social de este país https://t.co/TZzWevCJVi;1
📣 En un ratito estaré junto a muchas compañeras y compañeros conmemorando el 40 aniversario del 4D. Por si os apetece, os espero en la Facultad de Ciencias de la Comunicación de #Málaga.#4DAndalucía https://t.co/fc2ZneinbP;1
Hoy celebramos #40años4D en Málaga, homenaje de @iuandalucia a García Caparrós. Como siempre hemos hecho: todos los años. Otros faltaron 39.;1
En un ratito nos vemos en #Sevillahoy numerosas organizaciones y colectivos sociales. ¡Por un #40años4D de lucha y alegría! https://t.co/OYkoLry4O4;1
🎥 Hay que combatir a los patriotas de hojalata que se ponen la pulsera de España mientras se llevan sus fortunas a paraísos fiscales, un fraude que alcanza los 144 mil millones de euros 👇 https://t.co/BZBADWSgTZ;1
🎥 Se cumplen 40 años del #4D. La mayoría social de Andalucía tenemos que volver a movilizarnos para construir una Andalucía de futuro.#AndalucíaEs https://t.co/IK9lST5tX4;1
Preocupación en estos momentos por el tren Málaga-Sevilla descarrilado a la altura de #Arahal y que ha dejado varios heridos. Nos encontramos en constante contacto con el alcalde de la localidad, @mamges1917 https://t.co/8URcS1LcQc;1
🎥 Desde @IUAndalucia queremos elaborar una Ley Integral de lucha contra la pobreza urbana y en el entorno rural 👇 https://t.co/M8hNjROWG1;1
"Votar a favor de Cataluña; por Xavier Domenech https://t.co/PlRpv96qAS";1
Oye @TeresaRodr_, que estaba pensando 🤔 ¿haces algo el sábado después del acto del 2D? Que se va a quedar una tardecita muy buena ☕️ https://t.co/iA4dRKirCl;1
🎥 Necesitamos que la sociedad se cohesione firmemente contra todo tipo de violencia machista.#25N #DíaContraLaViolenciaMachista https://t.co/rbWdfSXp0c;1
Nos dice el gran @AntonioRomeroRu, tras el éxito de su intervención quirúrgica, que “amenaza con volver” a la lucha y nosotros encantados.👏👏;1
♀ Frente a la violencia patriarcal: igualdad radical ✊#DíaContraLaViolenciaDeGénero #NiUnaMenos #NiUnaMás #25N https://t.co/h7yAWN1OD1;1
📣 '40 años del 4D 💚⚪💚 Andalucía, mi esperanza su bandera'👉 En el #4D el protagonismo debe ser de los andaluces y las andaluzas, y por eso participarán representantes de luchas como @LAS_KELLYS o #MareaBlanca 💪🗓📌 ¡Nos vemos el 2 de diciembre en Sevilla! https://t.co/iEllSbkQqv;1
📢 Por una sociedad libre de violencia machista, el #25N saldremos a las calles de Andalucía. Camino hacia la huelga feminista del 8 de marzo: ¡#25NAndalucíaEnPie!👉 https://t.co/uLnSpFL72s https://t.co/5RVuzyotR2;1
Agradecimiento el nuestro! Por poder escucharte y por hacernos sonreír con tu intervención! https://t.co/VUK33Jmdh1;-1
Orgullosa de haber podido participar en su aprobación!!! https://t.co/rZcilDOlSo;-1
Dios mío...solo el titular y basta https://t.co/g5HC4dQmpC;-1
Una de las más grandes iniciativas de la Diputacion de Granada https://t.co/J46Vkn0l0v;-1
Que bueno recuperar estos documentos!! https://t.co/PY9hcarHN9;-1
@ReMC_org La información que tengo es q las autorizaciones provisionales para medios comunitarios no son viables jurídicam y se teme que el Estado pueda recurrirlo. Si existiese un informe jco que desmontará este criterio siempre sería bien recibido para mejorar la ley en el trámite parl;-1
A ver si el Gobierno y el PP nos oye! https://t.co/N3kHqKJixR;-1
Buen artículo @GregorioCmara https://t.co/AsYaeoX6f7;-1
Debatida https://t.co/4otaaGKcih;-1
#10DAbreLosOjos Orgullosa de las JSA, orgullosa @VicentePadul https://t.co/utZdLoKzCu;-1
Totalmente https://t.co/eG7SKogSDg;-1
A favor de la visibilidad del colectivo #LGTBI y contra el reachazo social https://t.co/Rth8VO1BJk;-1
""" No hay nada mas poderoso que una idea cuando le ha llegado su momento"" Es tiempo de @Cs_Andalucia !!! https://t.co/ltrZR5AV05";1
Os deseo que tengáis unos días plenos de felicidad con vuestros seres queridos y que el 2018 sea un año lleno de oportunidades para todos los andaluces.#FelizNavidad https://t.co/Hc8er9qAhi;1
El proyecto de unión, solidaridad y reformas de @CiudadanosCs sigue creciendo.Juntos somos más fuertes en Cataluña y en España. https://t.co/KgggP1Rybm;1
Ayer vivimos un momento histórico. Por primera vez en Cataluña ha ganado las elecciones un partido constitucionalista: Ciudadanos🍊Seguiremos trabajando por la unión y la solidaridad entre españoles con @InesArrimadas liderando el partido más votado en el Parlament. https://t.co/jqvFdxohfM;1
Los parlamentarios de @Cs_Andalucia estamos hoy en Cataluña como #ApoderadosCs para colaborar en una jornada histórica para #Cataluña y para #España.La democracia se defiende cada día, pero hoy lo hacemos especialmente cargados de ilusión. https://t.co/XxhnAW1OdZ;1
Los #autónomos son el músculo productivo de este país. Por eso, a partir de enero:🔸Bonificaciones en la cuota🔸Nuevas deducciones fiscales🔸Pago por días reales de alta🔸Se reduce el recargo por retraso de pagos a la SSHacemos #PolíticaÚtil💪🍊https://t.co/3xgAQHA2UJ;1
🗳Los votos de cientos de miles de andaluces se tiran a la basura por la actual ley electoral. Es el momento de reformarla para que en las próximas elecciones los votos de todos los andaluces valga lo mismo. https://t.co/Qmoi1RmUWp;1
Mientras unos ponen en peligro la prosperidad de los catalanes, @InesArrimadas representa a la Cataluña moderna, integrada en Europa y que quiere recuperar la sensatez y la convivencia.Es el momento de #InésPresidenta🍊💪https://t.co/rtE8b4Hi0c;1
Quiero una presidenta que respete a todos, incluso a los que quieren la independencia.Una presidenta de todos los catalanes para recuperar el sentido común: @InesArrimadas#InésPresidenta https://t.co/9J8wyGrSNR;1
Faltan solo cuatro días para que @InesArrimadas y Ciudadanos devuelvan la normalidad, la convivencia y la prosperidad a Cataluña.#InésPresidenta https://t.co/m05Yh4RLiC;1
Grande en la pista pero mas grande en la vida....rendirse nunca es una opcion. Fuerza Javier Javier Imbroda: “A todos los enfermos de cáncer como yo: Nunca te rindas” | Deportes | EL PAÍS https://t.co/h1uuMK3232;1
Reiteramos nuestro apoyo a la #EquiparaciónSalarialYa entre lo cuerpos de seguridad. A igual trabajo, igual salario. Es de justicia.@jusapol https://t.co/G6GCqafqVs;1
Mi más sentido pésame a familiares y amigos de los tres asesinados ayer en Albalate del Arzobispo, entre ellos dos agentes de la Guardia Civil que intentaban esclarecer un robo. Ahora que caiga todo el peso de la Justicia sobre el asesino.https://t.co/dhc4bv2kSa;1
El placer es nuestro, @lorenzoamor_ata, de contar con vosotros para seguir defendiendo a los héroes que abren la persiana cada día y son motor productivo en Andalucía. https://t.co/UgHEUw0Id2;1
Hoy es un día feliz para #Jaén y para #Andalucía.Un honor poder asistir  al nacimiento del @Museo_Ibero, un espacio museístico de primer nivel para conocer mejor las raíces de nuestra tierra.Cuando hay diálogo y colaboración entre instituciones, ganan los ciudadanos. https://t.co/ygoU5errrl;1
Que nadie olvide quiénes eran los asesinos y quiénes los verdaderos héroes: los que se jugaban y, desgraciadamente, perdían su vida para defender la de los demás.No olvidamos. https://t.co/HgdaE2bzVX;1
El legado íbero estrena museo en Jaén | Cultura | EL PAÍS https://t.co/PVK1yiDLw1;1
Una ley de #FP es una de las exigencias de @Cs_Andalucia en su acuerdo de investidura y una necesidad para que miles de andaluces no se queden fuera cada año.El #FP es clave para la creación del empleo.Seguimos trabajando💪🍊https://t.co/MVjbJJLmlp;1
